gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn,totalcharges
Female,1,Yes,No,47,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,99.7,4747.2,No,4747.2
Female,0,No,No,13,Yes,No,No,No,No,Yes,No,Month-to-month,81.9,1028.9,No,1028.9
Male,0,No,No,8,No,Yes,No,No,No,No,No,Month-to-month,30.45,226.45,Yes,226.45
Female,0,Yes,No,44,Yes,No,No,No,No,Yes,Yes,Month-to-month,96.1,4364.1,Yes,4364.1
Male,0,Yes,Yes,71,Yes,Yes,No,No,No,Yes,No,One year,66.2,4692.55,No,4692.55
Male,1,Yes,No,24,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,104.25,2433.9,Yes,2433.9
Male,1,No,No,15,Yes,No,Yes,No,No,No,No,Month-to-month,80.2,1217.25,Yes,1217.25
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.75,19.75,No,19.75
Male,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,72.6,154.3,No,154.3
Male,1,No,No,55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,116.5,6382.55,No,6382.55
Male,1,No,No,71,Yes,No,Yes,No,Yes,Yes,Yes,Two year,106.8,7623.2,No,7623.2
Male,0,Yes,Yes,50,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.95,1261.45,No,1261.45
Male,0,No,No,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.25,89.25,No,89.25
Male,0,No,No,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.25,86.05,No,86.05
Female,0,No,No,66,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,104.55,6779.05,No,6779.05
Female,0,Yes,Yes,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,87.2,4345,No,4345.0
Female,1,Yes,No,3,No,No,Yes,No,No,No,No,Month-to-month,30.75,82.85,No,82.85
Male,0,Yes,Yes,66,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,25.7,1714.55,No,1714.55
Male,0,No,Yes,11,Yes,No,No,No,No,No,Yes,Month-to-month,86.2,893.2,No,893.2
Male,0,No,No,28,No,No,No,No,Yes,No,No,Month-to-month,30.1,810.85,No,810.85
Male,0,Yes,No,65,Yes,Yes,Yes,Yes,No,Yes,No,Two year,99.35,6347.55,No,6347.55
Female,0,No,No,62,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.2,1123.65,No,1123.65
Female,0,Yes,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.1,43.15,No,43.15
Female,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.35,35.1,No,35.1
Female,0,Yes,Yes,55,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.65,1388,No,1388.0
Male,1,Yes,No,41,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,94.55,3851.45,No,3851.45
Female,0,Yes,Yes,17,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,104.2,1743.5,Yes,1743.5
Female,0,No,No,30,Yes,No,No,No,Yes,Yes,Yes,One year,94.4,2638.1,No,2638.1
Male,0,No,No,17,Yes,Yes,Yes,No,No,No,No,One year,56.1,946.95,No,946.95
Female,0,Yes,Yes,16,Yes,Yes,Yes,No,Yes,No,Yes,Two year,68.25,1114.85,No,1114.85
Male,0,No,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.75,1777.6,No,1777.6
Male,0,No,No,9,Yes,No,No,No,No,No,No,Month-to-month,76.25,684.85,No,684.85
Female,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,74.35,74.35,No,74.35
Male,0,No,Yes,23,Yes,No,Yes,No,Yes,No,No,Month-to-month,54.15,1312.45,No,1312.45
Male,0,No,Yes,8,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.45,159.2,No,159.2
Male,0,Yes,Yes,19,No,Yes,Yes,No,No,No,No,Month-to-month,34.95,610.2,No,610.2
Female,0,No,No,7,Yes,Yes,No,No,No,No,No,Month-to-month,53.65,404.35,No,404.35
Male,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.65,69.65,Yes,69.65
Male,0,No,No,61,Yes,Yes,No,Yes,No,Yes,Yes,One year,104.0,6363.45,No,6363.45
Female,0,Yes,No,57,Yes,Yes,Yes,No,Yes,Yes,No,Two year,70.35,4124.65,No,4124.65
Male,0,No,No,9,Yes,No,No,No,No,No,Yes,Month-to-month,80.8,713.1,Yes,713.1
Male,0,No,Yes,15,Yes,Yes,No,Yes,No,No,Yes,One year,64.85,950.75,No,950.75
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.65,19.65,No,19.65
Female,0,Yes,No,12,Yes,No,No,No,No,No,No,Month-to-month,45.9,505.95,No,505.95
Male,0,No,No,54,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.0,1149.65,No,1149.65
Male,0,Yes,Yes,4,Yes,No,No,No,No,No,No,Month-to-month,44.8,169.65,No,169.65
Female,0,No,No,7,Yes,No,No,No,No,Yes,No,Month-to-month,80.3,526.7,Yes,526.7
Female,0,Yes,No,20,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.35,393.15,No,393.15
Female,0,No,Yes,26,No,Yes,No,No,Yes,No,Yes,Month-to-month,45.8,1147,No,1147.0
Male,1,Yes,No,36,Yes,No,No,No,No,No,Yes,Month-to-month,84.1,3021.6,Yes,3021.6
Female,0,Yes,No,53,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,108.95,5718.2,No,5718.2
Male,0,No,No,3,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,69.35,191.35,Yes,191.35
Female,0,No,No,68,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,64.35,4539.6,No,4539.6
Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,90.8,6397.6,No,6397.6
Male,0,No,No,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.95,280.4,No,280.4
Female,1,Yes,Yes,34,Yes,No,Yes,No,No,No,No,Month-to-month,79.6,2718.3,Yes,2718.3
Female,0,Yes,No,68,Yes,Yes,Yes,No,No,No,No,Two year,84.7,5711.05,No,5711.05
Female,0,No,Yes,50,Yes,Yes,No,Yes,Yes,Yes,No,One year,70.8,3478.15,No,3478.15
Female,1,No,No,1,No,No,No,No,No,Yes,No,Month-to-month,36.45,36.45,Yes,36.45
Female,1,No,No,41,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,104.4,4133.95,No,4133.95
Male,1,Yes,No,30,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,101.5,2917.65,No,2917.65
Male,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,54.3,54.3,No,54.3
Male,1,Yes,Yes,29,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,103.95,2964.8,No,2964.8
Female,0,Yes,Yes,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,91.1,2198.3,No,2198.3
Male,0,No,Yes,60,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.95,1189.9,No,1189.9
Female,0,Yes,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,26.45,1914.5,No,1914.5
Male,0,No,Yes,22,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,89.4,2001.5,Yes,2001.5
Male,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,75.1,5336.35,No,5336.35
Female,1,No,No,66,Yes,No,Yes,Yes,No,Yes,Yes,One year,108.1,7238.6,No,7238.6
Female,0,Yes,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,110.15,7998.8,No,7998.8
Female,1,Yes,No,47,Yes,Yes,No,No,No,No,No,Month-to-month,80.35,3825.85,Yes,3825.85
Female,0,No,No,51,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,111.5,5703.25,No,5703.25
Female,0,Yes,Yes,70,Yes,No,Yes,Yes,No,Yes,Yes,One year,106.5,7397,No,7397.0
Male,0,No,No,9,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.9,164.6,No,164.6
Male,0,Yes,Yes,59,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,111.1,6555.2,No,6555.2
Male,0,No,Yes,3,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,70.7,225.65,No,225.65
Male,1,Yes,No,38,No,No,No,No,No,No,No,Month-to-month,24.85,955.75,No,955.75
Female,0,No,No,37,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,91.2,3382.3,No,3382.3
Male,0,No,No,37,Yes,Yes,Yes,Yes,Yes,No,No,Two year,65.6,2313.8,No,2313.8
Female,1,Yes,No,24,No,No,No,Yes,No,No,Yes,Month-to-month,40.65,933.3,Yes,933.3
Female,0,Yes,Yes,14,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,59.45,780.85,No,780.85
Male,0,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,109.95,7852.4,No,7852.4
Male,0,Yes,No,53,No,No,Yes,Yes,Yes,Yes,Yes,One year,60.45,3184.25,Yes,3184.25
Female,0,Yes,No,8,Yes,No,No,No,No,No,Yes,Month-to-month,84.9,764.95,Yes,764.95
Male,0,Yes,Yes,72,No,Yes,Yes,Yes,No,No,No,Two year,38.5,2763,No,2763.0
Female,1,Yes,No,17,Yes,No,No,No,No,Yes,Yes,Month-to-month,92.55,1614.7,No,1614.7
Female,0,Yes,Yes,2,Yes,No,Yes,No,No,No,No,Month-to-month,73.55,145.4,Yes,145.4
Female,0,Yes,No,8,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.15,156.25,Yes,156.25
Female,0,Yes,No,48,No,No,Yes,Yes,No,No,No,One year,34.7,1604.5,Yes,1604.5
Female,0,No,No,10,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,24.5,270.15,No,270.15
Male,0,Yes,Yes,0,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.7, ,No,0.0
Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.6,20.6,No,20.6
Female,0,No,No,29,Yes,Yes,No,Yes,Yes,No,No,One year,58.0,1734.5,No,1734.5
Female,1,Yes,Yes,65,Yes,No,Yes,Yes,No,Yes,Yes,One year,107.45,7047.5,No,7047.5
Female,0,No,No,8,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,65.5,573.15,No,573.15
Male,0,Yes,No,61,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.45,1538.6,No,1538.6
Female,1,No,No,45,Yes,No,No,Yes,No,Yes,Yes,One year,100.15,4459.8,No,4459.8
Male,0,Yes,Yes,72,Yes,No,Yes,Yes,No,Yes,Yes,One year,104.45,7459,No,7459.0
Male,0,Yes,Yes,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,21.15,306.05,No,306.05
Male,0,No,No,7,Yes,No,No,No,No,Yes,Yes,Month-to-month,96.2,639.7,No,639.7
Male,0,No,No,9,Yes,No,No,No,No,No,No,Month-to-month,44.4,348.15,No,348.15
Female,1,Yes,No,43,Yes,No,No,Yes,Yes,Yes,Yes,One year,107.55,4533.9,Yes,4533.9
Male,0,Yes,Yes,58,Yes,No,No,Yes,Yes,No,Yes,Two year,94.35,5563.65,No,5563.65
Male,1,Yes,No,16,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,98.75,1587.55,Yes,1587.55
Male,0,Yes,Yes,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.3,40.25,No,40.25
Female,0,Yes,No,8,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,101.15,842.9,Yes,842.9
Female,0,Yes,No,40,Yes,Yes,No,Yes,No,Yes,Yes,One year,105.75,4228.55,No,4228.55
Male,0,No,No,9,Yes,Yes,No,No,No,No,No,Month-to-month,81.15,784.45,No,784.45
Male,0,No,No,41,Yes,No,Yes,No,Yes,Yes,No,One year,89.55,3729.75,No,3729.75
Female,0,No,No,26,Yes,No,Yes,Yes,No,No,No,Month-to-month,54.75,1406.9,No,1406.9
Female,0,Yes,No,33,Yes,No,Yes,No,Yes,No,No,One year,53.75,1857.3,No,1857.3
Male,0,Yes,Yes,68,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,105.75,7322.5,No,7322.5
Female,1,Yes,No,65,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,105.85,6725.5,No,6725.5
Male,0,No,No,55,Yes,No,Yes,No,Yes,No,Yes,One year,64.2,3627.3,No,3627.3
Male,0,No,No,20,Yes,No,No,Yes,No,Yes,No,Month-to-month,88.7,1761.45,Yes,1761.45
Male,0,No,No,19,Yes,No,No,No,Yes,No,Yes,One year,87.7,1725.95,No,1725.95
Female,0,No,No,45,Yes,No,No,Yes,No,No,Yes,Month-to-month,89.3,4192.15,No,4192.15
Female,0,Yes,Yes,70,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.15,1411.2,No,1411.2
Female,0,No,No,2,Yes,No,No,No,No,Yes,No,Month-to-month,79.75,164.5,Yes,164.5
Female,0,No,No,27,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.55,2724.6,Yes,2724.6
Female,0,Yes,No,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.05,264.55,No,264.55
Male,0,No,Yes,72,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,67.2,4671.7,No,4671.7
Male,0,No,No,12,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.55,1173.55,No,1173.55
Female,1,No,No,5,Yes,No,No,No,No,No,No,Month-to-month,69.05,318.5,Yes,318.5
Male,1,Yes,No,71,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,107.5,7713.55,No,7713.55
Male,1,No,No,35,Yes,No,No,Yes,Yes,Yes,Yes,One year,73.0,2471.25,No,2471.25
Male,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,114.75,7842.3,No,7842.3
Female,0,No,No,31,Yes,No,No,No,No,No,No,Month-to-month,76.05,2227.8,No,2227.8
Male,0,Yes,Yes,52,Yes,No,No,Yes,Yes,No,Yes,Two year,96.25,4990.25,Yes,4990.25
Male,1,No,No,37,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,101.1,3744.05,Yes,3744.05
Male,0,No,No,69,Yes,No,Yes,No,Yes,Yes,Yes,One year,104.7,7220.35,Yes,7220.35
Male,1,Yes,No,30,Yes,No,No,No,No,No,No,Month-to-month,77.9,2351.45,No,2351.45
Female,0,No,No,33,Yes,Yes,No,No,No,No,Yes,Month-to-month,90.65,2989.6,No,2989.6
Male,1,Yes,No,54,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,110.45,6077.75,No,6077.75
Female,0,No,No,59,Yes,Yes,No,No,Yes,No,Yes,One year,68.7,4070.95,No,4070.95
Male,1,No,No,55,No,Yes,Yes,No,No,Yes,No,Month-to-month,44.85,2479.05,No,2479.05
Male,1,Yes,No,69,No,No,No,Yes,No,No,No,One year,29.8,2134.3,No,2134.3
Female,0,No,No,66,Yes,No,Yes,No,No,Yes,No,One year,88.9,6000.1,No,6000.1
Male,0,Yes,Yes,37,Yes,Yes,No,Yes,Yes,No,No,One year,58.75,2203.1,No,2203.1
Male,1,Yes,No,9,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.85,183.15,No,183.15
Male,0,Yes,Yes,69,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,86.9,6194.1,No,6194.1
Male,0,No,No,10,Yes,No,Yes,No,No,Yes,No,Month-to-month,59.65,638.95,No,638.95
Male,0,No,Yes,40,Yes,Yes,Yes,No,No,No,No,Month-to-month,55.25,2139.2,Yes,2139.2
Male,0,No,Yes,13,Yes,No,No,No,No,Yes,Yes,Month-to-month,66.4,831.75,No,831.75
Female,0,No,No,6,Yes,No,Yes,No,No,Yes,No,Month-to-month,90.1,521.3,Yes,521.3
Female,0,Yes,Yes,69,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.15,1337.5,No,1337.5
Female,1,Yes,No,66,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,108.1,7181.95,No,7181.95
Male,0,No,No,11,Yes,No,No,Yes,No,No,No,Month-to-month,53.75,608,Yes,608.0
Male,0,Yes,Yes,46,Yes,Yes,No,Yes,Yes,No,No,One year,56.9,2560.1,No,2560.1
Female,0,No,No,6,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.3,577.6,Yes,577.6
Female,0,Yes,Yes,56,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,109.6,5953,No,5953.0
Male,0,Yes,Yes,70,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.15,1790.15,No,1790.15
Female,0,Yes,Yes,33,Yes,No,No,Yes,Yes,Yes,Yes,One year,79.15,2531.4,No,2531.4
Female,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,No,No,Two year,66.75,4760.3,No,4760.3
Female,0,Yes,No,3,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.2,292.85,Yes,292.85
Female,0,No,Yes,19,Yes,No,No,No,Yes,No,No,Month-to-month,48.8,953.65,No,953.65
Female,1,No,No,5,No,No,No,No,No,Yes,Yes,Month-to-month,45.7,198,Yes,198.0
Female,0,Yes,No,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,80.7,5705.05,No,5705.05
Male,0,Yes,No,8,Yes,Yes,No,No,No,No,No,Month-to-month,74.5,609.9,Yes,609.9
Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.55,20.55,No,20.55
Female,0,No,No,1,Yes,No,No,No,No,Yes,No,Month-to-month,79.65,79.65,Yes,79.65
Female,0,No,No,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,115.1,6993.65,No,6993.65
Female,0,Yes,Yes,71,No,Yes,Yes,No,Yes,Yes,Yes,Two year,59.7,4122.65,No,4122.65
Female,0,Yes,No,68,Yes,No,Yes,Yes,No,No,No,One year,86.45,5762.95,No,5762.95
Male,0,No,No,46,No,No,No,Yes,Yes,No,No,One year,33.7,1537.85,No,1537.85
Male,0,No,No,33,Yes,Yes,No,No,No,No,No,One year,80.1,2603.3,No,2603.3
Female,0,Yes,Yes,53,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,104.05,5566.4,No,5566.4
Female,1,Yes,No,50,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,108.75,5431.9,No,5431.9
Female,0,No,No,57,No,Yes,No,Yes,Yes,No,No,One year,41.1,2258.25,No,2258.25
Female,0,Yes,Yes,54,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.35,1092.35,No,1092.35
Female,1,Yes,No,60,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,105.9,6401.25,No,6401.25
Female,1,Yes,No,28,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,101.3,2812.2,Yes,2812.2
Female,0,Yes,Yes,1,Yes,No,No,No,No,Yes,No,Month-to-month,80.05,80.05,Yes,80.05
Male,0,Yes,Yes,29,Yes,No,No,Yes,No,No,Yes,Month-to-month,89.2,2698.35,Yes,2698.35
Female,0,Yes,Yes,10,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,65.5,616.9,No,616.9
Male,0,No,Yes,43,No,Yes,Yes,Yes,No,No,No,Month-to-month,40.45,1912.85,No,1912.85
Male,1,Yes,No,13,Yes,No,No,No,No,No,No,Month-to-month,70.45,849.1,No,849.1
Female,0,Yes,No,43,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,78.8,3460.3,No,3460.3
Male,0,Yes,Yes,19,Yes,No,No,No,No,No,Yes,Month-to-month,83.65,1465.75,Yes,1465.75
Male,0,Yes,Yes,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,90.1,90.1,No,90.1
Female,0,No,No,69,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,82.45,5555.3,No,5555.3
Female,0,Yes,No,61,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.25,1278.8,No,1278.8
Male,0,Yes,No,43,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,66.25,2907.35,No,2907.35
Female,0,Yes,No,6,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.5,146.3,Yes,146.3
Male,0,No,No,1,Yes,No,No,No,Yes,No,No,Month-to-month,51.25,51.25,Yes,51.25
Male,0,Yes,No,56,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.7,4952.95,No,4952.95
Female,0,Yes,No,70,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,64.55,4504.9,No,4504.9
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.6,45.6,Yes,45.6
Male,0,Yes,Yes,49,Yes,No,Yes,Yes,No,Yes,No,One year,93.65,4520.15,No,4520.15
Female,0,No,No,6,Yes,No,No,No,Yes,No,No,Month-to-month,49.65,267.35,Yes,267.35
Female,0,Yes,Yes,32,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,73.6,2316.85,No,2316.85
Female,1,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,109.75,8075.35,No,8075.35
Male,0,No,Yes,37,Yes,Yes,Yes,No,Yes,No,No,Two year,61.45,2302.35,No,2302.35
Female,0,Yes,No,69,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,106.4,7251.9,No,7251.9
Female,0,Yes,No,26,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,81.9,2078.55,No,2078.55
Female,0,Yes,Yes,58,Yes,No,Yes,Yes,No,Yes,Yes,One year,105.2,6225.4,No,6225.4
Male,0,No,No,24,Yes,No,No,No,Yes,No,No,One year,54.6,1242.25,No,1242.25
Male,0,Yes,Yes,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.55,99.45,No,99.45
Male,0,Yes,Yes,15,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.0,288.05,Yes,288.05
Female,0,Yes,Yes,30,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.7,599.25,No,599.25
Female,0,Yes,No,55,Yes,Yes,Yes,No,Yes,No,No,One year,66.05,3462.1,No,3462.1
Female,0,Yes,No,25,No,No,No,No,No,Yes,No,Month-to-month,34.0,853,Yes,853.0
Male,1,Yes,No,10,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-month,92.5,934.1,Yes,934.1
Male,0,Yes,Yes,44,No,Yes,Yes,Yes,Yes,No,Yes,Two year,54.05,2375.2,No,2375.2
Female,0,No,No,47,Yes,Yes,Yes,No,Yes,No,No,One year,58.9,2813.05,No,2813.05
Female,0,Yes,Yes,13,Yes,No,No,No,No,Yes,Yes,Month-to-month,88.35,1222.8,Yes,1222.8
Female,0,Yes,Yes,49,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,107.95,5293.2,Yes,5293.2
Female,0,Yes,No,64,Yes,Yes,No,No,Yes,Yes,Yes,One year,96.9,6314.35,No,6314.35
Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.1,19.1,No,19.1
Male,0,No,No,20,Yes,No,No,No,Yes,No,No,Month-to-month,50.0,1003.05,No,1003.05
Female,0,Yes,No,37,No,Yes,No,No,Yes,Yes,No,Two year,45.4,1593.1,No,1593.1
Male,0,Yes,Yes,30,Yes,No,No,No,No,Yes,No,Month-to-month,85.45,2509.95,No,2509.95
Female,0,No,No,38,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,84.1,3187.65,No,3187.65
Female,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,74.45,74.45,Yes,74.45
Female,0,No,No,37,Yes,No,No,No,No,Yes,Yes,Month-to-month,64.75,2345.2,Yes,2345.2
Female,0,Yes,No,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,66.25,3330.1,No,3330.1
Male,0,No,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,76.9,5522.7,No,5522.7
Male,0,No,No,26,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,89.8,2335.3,Yes,2335.3
Male,0,No,No,66,Yes,Yes,Yes,Yes,No,No,Yes,Two year,74.6,4798.4,No,4798.4
Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,116.95,8594.4,No,8594.4
Male,0,No,Yes,25,No,Yes,No,No,No,Yes,No,One year,40.65,970.55,No,970.55
Male,0,Yes,Yes,69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,114.35,7665.8,No,7665.8
Male,0,Yes,Yes,53,Yes,Yes,Yes,No,No,No,Yes,Two year,69.7,3686.05,No,3686.05
Female,0,No,No,12,Yes,No,No,Yes,No,Yes,Yes,One year,95.5,1115.15,Yes,1115.15
Male,0,No,No,26,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,98.65,2537,No,2537.0
Male,0,No,No,21,Yes,No,No,Yes,No,No,Yes,Month-to-month,61.65,1393.6,No,1393.6
Female,0,No,Yes,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.35,89.35,No,89.35
